vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,A0_aligned_values,A1_aligned_values,condition,modifier_text,pressured_values,score_A0,score_A1,decision,driving_values,changed_from_baseline,change_explanation
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_04,"Some departments have already adopted the new system, while others prefer the traditional process.",Tradition + Universalism,1.0,1.5,A1,Tradition=0.5; Conformity=1.0,YES,[TIE→A1] Boosted: Tradition 0.0→0.5 (favors A1)
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_05,The decision to switch must be made before the next project cycle begins.,Achievement + Security,1.0,1.0,TIE,Equal scores — tied,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_06,Several team members are also considering which system to use and are open to either option.,Benevolence,1.0,1.0,TIE,Equal scores — tied,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_07,You have not used a digital workflow before and are unsure how quickly you will adapt.,Self-Direction + Security,1.0,1.0,TIE,Equal scores — tied,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_08,Management has stated a preference for following established procedures during the transition.,Conformity + Tradition,1.0,1.5,A1,Tradition=0.5; Conformity=1.0,YES,[TIE→A1] Boosted: Tradition 0.0→0.5 (favors A1)
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,BASELINE,,,1.0,1.0,TIE,Equal scores — tied,,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_01,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,Security,1.0,1.0,TIE,Equal scores — tied,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_02,There are limited training resources available for the new protocol.,Power + Achievement,1.0,1.0,TIE,Equal scores — tied,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_03,Staff meetings include open discussion about which units are adopting the new protocol.,Conformity + Power,1.0,1.0,TIE,Equal scores — tied,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_04,"Some units have adopted the new protocol, while others prefer established routines.",Tradition + Universalism,1.0,1.5,A1,Tradition=0.5; Conformity=1.0,YES,[TIE→A1] Boosted: Tradition 0.0→0.5 (favors A1)
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_05,The decision must be made before the next patient care review.,Achievement + Security,1.0,1.0,TIE,Equal scores — tied,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_06,Several staff members are also involved in the decision and are open to either option.,Benevolence,1.0,1.0,TIE,Equal scores — tied,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_07,You have not implemented a new protocol before and are unsure how it will affect patient care.,Self-Direction + Security,1.0,1.0,TIE,Equal scores — tied,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_08,The department head has recommended following established procedures during the pilot.,Conformity + Tradition,1.0,1.5,A1,Tradition=0.5; Conformity=1.0,YES,[TIE→A1] Boosted: Tradition 0.0→0.5 (favors A1)
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,Benevolence + Universalism,Achievement + Power,BASELINE,,,1.0,2.0,A1,Achievement=1.0; Power=1.0,,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,Benevolence + Universalism,Achievement + Power,MOD_SC003_1_01,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,Achievement,1.0,2.0,A1,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,Benevolence + Universalism,Achievement + Power,MOD_SC003_1_02,"There is only one award available, so only one form of recognition can be given.",Power + Achievement,1.0,2.0,A1,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,Benevolence + Universalism,Achievement + Power,MOD_SC003_1_03,The recognition will be announced at a company-wide meeting.,Conformity + Power,1.0,2.0,A1,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,Benevolence + Universalism,Achievement + Power,MOD_SC003_1_04,Some team members are from different departments and have varying levels of involvement.,Universalism + Benevolence,1.5,2.0,A1,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,Benevolence + Universalism,Achievement + Power,MOD_SC003_1_05,The decision must be made before the end of the quarter.,Achievement + Security,1.0,2.0,A1,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,Benevolence + Universalism,Achievement + Power,MOD_SC003_1_06,The team leader has left the decision to the group.,Benevolence,1.5,2.0,A1,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,Benevolence + Universalism,Achievement + Power,MOD_SC003_1_07,You have not participated in award decisions before and are unsure what is most valued by the company.,Self-Direction + Achievement,1.0,2.0,A1,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,Benevolence + Universalism,Achievement + Power,MOD_SC003_1_08,Management has stated a preference for recognizing measurable results.,Power + Achievement,1.0,2.0,A1,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,Achievement + Power,Benevolence + Universalism,BASELINE,,,2.0,1.0,A0,Achievement=1.0; Power=1.0,,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,Achievement + Power,Benevolence + Universalism,MOD_SC003_2_01,Some members believe that highlighting leadership may overshadow the contributions of others.,Benevolence,2.0,1.5,A0,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,Achievement + Power,Benevolence + Universalism,MOD_SC003_2_02,Only one recipient can be chosen for the award.,Power + Achievement,2.0,1.0,A0,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,Achievement + Power,Benevolence + Universalism,MOD_SC003_2_03,The award ceremony will be broadcast to the entire association.,Conformity + Power,2.0,1.0,A0,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,Achievement + Power,Benevolence + Universalism,MOD_SC003_2_04,Nominees come from diverse backgrounds and have different reputations among peers.,Universalism + Benevolence,2.0,1.5,A0,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,Achievement + Power,Benevolence + Universalism,MOD_SC003_2_05,The vote must be cast before the annual meeting.,Achievement + Security,2.0,1.0,A0,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,Achievement + Power,Benevolence + Universalism,MOD_SC003_2_06,"The committee is large, and many members are undecided.",Benevolence,2.0,1.5,A0,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,Achievement + Power,Benevolence + Universalism,MOD_SC003_2_07,You have not voted in this process before and are unsure which criteria are most important.,Self-Direction + Achievement,2.0,1.0,A0,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,Achievement + Power,Benevolence + Universalism,MOD_SC003_2_08,The association president has recommended prioritizing collaborative achievements.,Universalism + Benevolence,2.0,1.5,A0,Achievement=1.0; Power=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,Hedonism + Stimulation,Conformity + Tradition,BASELINE,,,0.0,1.0,A1,Conformity=1.0,,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_1_01,You are feeling tired and want to avoid overexertion.,Hedonism,0.5,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_1_02,You have limited free time this month.,Stimulation + Conformity,0.5,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_1_03,Friends and family will both know which option you choose.,Conformity + Tradition,0.0,1.5,A1,Conformity=1.0; Tradition=0.5,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_1_04,Some friends are from outside your usual social circle.,Universalism + Tradition,0.0,1.5,A1,Conformity=1.0; Tradition=0.5,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_1_05,The event and the obligation are scheduled at overlapping times.,Achievement + Security,0.0,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_1_06,Other family members can help with the obligation if you choose the event.,Benevolence,0.0,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_1_07,You are unsure which choice will be more fulfilling.,Self-Direction + Hedonism,0.5,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_1_08,A family elder has expressed a preference for you to attend the family obligation.,Tradition + Conformity,0.0,1.5,A1,Conformity=1.0; Tradition=0.5,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,Hedonism + Stimulation,Conformity + Tradition,BASELINE,,,0.0,1.0,A1,Conformity=1.0,,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_2_01,You are recovering from a recent illness and want to avoid too much activity.,Hedonism,0.5,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_2_02,There are not enough volunteers for either role.,Stimulation + Conformity,0.5,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_2_03,The group will publicly thank volunteers for both roles.,Conformity + Tradition,0.0,1.5,A1,Conformity=1.0; Tradition=0.5,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_2_04,Some volunteers are new to the group.,Universalism + Tradition,0.0,1.5,A1,Conformity=1.0; Tradition=0.5,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_2_05,Both roles require a commitment at the same time.,Achievement + Security,0.0,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_2_06,Other members can cover your role if you are unavailable.,Benevolence,0.0,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_2_07,You have not volunteered for either role before and are unsure which is a better fit.,Self-Direction + Hedonism,0.5,1.0,A1,Conformity=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,Hedonism + Stimulation,Conformity + Tradition,MOD_SC004_2_08,The group leader has suggested prioritizing the maintenance tasks.,Tradition + Conformity,0.0,1.5,A1,Conformity=1.0; Tradition=0.5,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,BASELINE,,,0.0,2.0,A1,Power=1.0; Achievement=1.0,,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_01,Some board members are concerned about the risks of changing leadership styles.,Security,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_02,The organization has limited resources to support a transition.,Power + Achievement,0.0,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_03,The leadership decision will be announced to all stakeholders.,Conformity + Power,0.0,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_04,The candidates have different backgrounds and support from different groups.,Tradition + Universalism,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_05,The decision must be made before the current leader retires.,Achievement + Security,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_06,"The board is large, and many members are undecided.",Benevolence,0.0,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_07,You have not participated in a leadership transition before and are unsure which candidate is best suited.,Self-Direction + Security,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,Tradition + Security,Power + Achievement,MOD_SC005_1_08,The outgoing leader has recommended the internal candidate.,Tradition + Conformity,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,BASELINE,,,0.0,2.0,A1,Power=1.0; Achievement=1.0,,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_01,Some family members are concerned about the risks of changing leadership.,Security,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_02,The business has limited resources to support a transition.,Power + Achievement,0.0,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_03,The succession decision will be shared with all employees.,Conformity + Power,0.0,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_04,The candidates have different backgrounds and support from different branches of the family.,Tradition + Universalism,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_05,The decision must be made before the current leader retires.,Achievement + Security,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_06,"The family is large, and many members are undecided.",Benevolence,0.0,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_07,You have not participated in a succession decision before and are unsure which candidate is best suited.,Self-Direction + Security,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0617,"Self-Direction, Achievement, Power, Conformity, Universalism",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,Tradition + Security,Power + Achievement,MOD_SC005_2_08,The outgoing leader has recommended the family member upholding core values.,Tradition + Conformity,0.5,2.0,A1,Power=1.0; Achievement=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,BASELINE,,,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_01,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.",Security,2.0,1.5,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_02,"The grant is the only new funding expected for the center this year, and additional resources are unlikely.",Power + Achievement,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_03,Local media outlets have announced they will report on the project selected for funding.,Conformity + Power,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_04,Some community members advocating for each project are from neighborhoods with different backgrounds and interests.,Tradition + Universalism,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_05,The grant must be allocated within a short window or the funds will be redirected elsewhere.,Achievement + Security,2.0,1.5,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_06,Several board members are also involved in the decision and have expressed willingness to support either option.,Benevolence,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_07,You have limited experience with grant allocation decisions and are unsure which project will have the greatest impact.,Self-Direction + Security,2.0,1.5,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,Benevolence + Universalism,Security + Conformity,MOD_SC001_1_08,The center's director has stated a preference for following the established funding guidelines.,Conformity + Tradition,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,Benevolence + Universalism,Security + Conformity,BASELINE,,,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,,
